concept,(n.7),"概念,觀念"
concrete,(n.8),混凝土
conductor,(n.9),指揮
conference,(n.10),"(正式)會議;討論會,協商會"
confidence,(n.10),"自信,信心,把握"
confusion,(n.9),困惑;慌亂
congress,(n.8),立法機關
conjunction,(n.11),連接詞;結合;關聯
conscience,(n.10),良心;道義心
consequence,(n.11),"結果,後果"
conservative,(n.12),"保守者,守舊者"
consonant,(n.9),子音
constitution,(n.12),"憲法;章程,法規"
construction,(n.12),"建造,建設"
consultant,(n.10),顧問
consumer,(n.8),消費者;消耗者
container,(n.9),容器
content,(n.7),"內容,要旨"
contentment,(n.11),知足;滿意
contest,(n.7),"爭奪,競爭"
context,(n.7),上下文;文章脈絡
contrary,(n.8),相反;反面;對立的一方
contrast,(n.8),"對比,對照"
contribution,(n.12),貢獻
convenience,(n.11),方便;合宜
convention,(n.10),"會議,大會"
cooperation,(n.11),合作;協力
cooperative,(n.11),合作社;合作商店
copper,(n.6),銅
cord,(n.4),"細繩,粗線,索"
cork,(n.4),軟木;軟木塞
costume,(n.7),"服裝,裝束"
cottage,(n.7),小屋
council,(n.7),會議
counter,(n.7),櫃臺
courtesy,(n.8),禮貌
crack,(n.5),裂縫;爆裂聲
craft,(n.5),"工藝,手藝"
creation,(n.8),創造;創作;創立
creativity,(n.10),創造力
cripple,(n.7),跛子;殘廢的人
critic,(n.6),"批評家,評論家"
criticism,(n.9),批評;評論
cruelty,(n.7),"殘酷,殘忍"
crush,(n.5),"壓碎,毀壞; 迷戀;迷戀的對象"
cube,(n.4),立方體;立方
cucumber,(n.8),"黃瓜,胡瓜"
cue,(n.3),"暗示,信號"
cunning,(n.7),"狡猾,奸詐;靈巧,熟練"
curiosity,(n.9),好奇心
curl,(n.4),"捲毛,捲髮"
curse,(n.5),咒語;詛咒
curve,(n.5),曲線
cushion,(n.7),墊子;坐墊
damn,(n.4),詛咒
damp,(n.4),"濕氣,潮濕"
deadline,(n.8),最後限期
decoration,(n.10),"裝飾,裝潢"
decrease,(n.8),"減少,減小;減少額,減小量"
defeat,(n.6),"失敗,戰敗,挫折"
defense,(n.7),"防禦,保衛,防護"
delight,(n.7),"欣喜,愉快"
demand,(n.6),"要求,請求"
demonstration,(n.13),實地示範
departure,(n.9),"離開;出發,起程"
dependent,(n.9),受撫養者
depression,(n.10),"沮喪,意氣消沈"
destruction,(n.11),破壞;毀滅;消滅
detective,(n.9),偵探;私家偵探
determination,(n.13),堅定;果斷
device,(n.6),"儀器,裝置"
diaper,(n.6),尿布
digest,(n.6),消化
digestion,(n.9),"消化;(知識等的)領悟,吸收"
dignity,(n.7),尊嚴
diligence,(n.9),勤勉;勤奮
diploma,(n.7),畢業文憑
diplomat,(n.8),外交官
disadvantage,(n.12),不利條件
disaster,(n.8),"災害,災難,不幸"
discipline,(n.10),"紀律,風紀;教養"
discouragement,(n.14),"沮喪,氣餒,洩氣;勸阻"
disguise,(n.8),"假扮,偽裝"
disgust,(n.7),"厭惡,憎惡"
disorder,(n.8),"混亂,無秩序; 不適,小病"
dispute,(n.7),爭論;爭執;爭端
distribution,(n.12),分發;分配
district,(n.8),"地區,區域,地帶"
divorce,(n.7),離婚
doctor,(n.6),醫生
dorm,(n.4),宿舍
doze,(n.4),"瞌睡,假寐"
draft,(n.5),草稿;徵兵;通風
dread,(n.5),"畏懼,恐怖"
drift,(n.5),漂流;漂移
drill,(n.5),"鑽,鑽頭;鑽床"
dye,(n.3),"染料,染色"
dynasty,(n.7),王朝;朝代
earnest,(n.7),"認真,誠摯"
earphone,(n.8),耳機
economics,(n.9),經濟學
economist,(n.9),經濟學者
economy,(n.7),"節約,節省"
efficiency,(n.10),效率;效能
elastic,(n.7),"橡皮帶,鬆緊帶;橡皮圈"
electrician,(n.11),電工;電氣技師
electronics,(n.11),電子學
email,(n.5),electronic mail
e-mail,(n.6),電子郵件
embarrassment,(n.13),窘;難堪;使人為難的人(或事物)
embassy,(n.7),大使館
emphasis,(n.8),"強調,重視,重點"
empire,(n.6),帝國
encounter,(n.9),"遭遇,衝突"
enforcement,(n.11),執行;強制
engineering,(n.11),工程;工程學
enlargement,(n.11),放大
entertainment,(n.13),"招待,款待; 演藝界"
enthusiasm,(n.10),"熱心,熱情"
equality,(n.8),相等;平等
equipment,(n.9),"配備,裝備"
era,(n.3),時代;年代
errand,(n.6),"差事,差使"
escalator,(n.9),電扶梯
essay,(n.5),論說文;散文
essential,(n.9),"要素,要點;本質,實質"
establishment,(n.13),建立;創立;建立的機構
estimate,(n.8),估計;估價
evaluation,(n.10),評估;估價
eve,(n.3),前夕
evidence,(n.8),證據;證詞;證人;物證
examinee,(n.8),應試者;受檢查者
examiner,(n.8),主考人;檢查人;審查員
exception,(n.9),例外
exhaust,(n.7),排出;排氣
exhibit,(n.7),"展示品,陳列品"
expansion,(n.9),擴展;擴張
explanation,(n.11),"說明,解釋"
explosion,(n.9),爆發;爆炸
explosive,(n.9),爆炸物;炸藥
exposure,(n.8),暴露;暴曬
extent,(n.6),程度;限度;範圍
facility,(n.8),"能力;技能;設備, 設施; 工具;(供特定用途的)場所"
fame,(n.4),"聲譽,名望"
fantasy,(n.7),空想;幻想
farewell,(n.8),告別;告別辭
feast,(n.5),"盛宴,筵席"
ferry,(n.5),渡輪
fetch,(n.5),活人的魂;鬼
fiction,(n.7),小說
finance,(n.7),財政;金融
firecracker,(n.11),爆竹;鞭炮
fireplace,(n.9),壁爐
flunk,(n.5),失敗;不及格
flush,(n.5),紅暈
foam,(n.4),泡沫
forecast,(n.8),預測
formation,(n.9),"形成;構成物; 形態, 結構"
formula,(n.7),"配方,處方;公式"
fort,(n.4),"堡壘,要塞"
fossil,(n.6),化石;守舊的人(或事物)
foundation,(n.10),"建立,創辦;基礎;基金會"
founder,(n.7),創立者;奠基者
fragrance,(n.9),芬芳;香味
frame,(n.5),骨架;結構
freeway,(n.7),高速公路
frequency,(n.9),"頻率,次數"
freshman,(n.8),"一年級生,新生"
frost,(n.5),霜
frown,(n.5),蹙額;不悅之色
frustration,(n.11),失望;挫折
fuel,(n.4),燃料
fulfillment,(n.11),"完成,履行;實現;成就(感)"
fundamental,(n.11),基本原則(或原理);綱要
funeral,(n.7),"喪葬,葬儀"
gallery,(n.7),"畫廊,美術館"
gangster,(n.8),"歹徒,匪盜,流氓"
gaze,(n.4),"凝視,注視"
gear,(n.4),齒輪;工具;設備
gene,(n.4),"基因,遺傳因子"
generation,(n.10),世代;產生
generosity,(n.10),寬宏大量;慷慨
genius,(n.6),天才
germ,(n.4),微生物;細菌;病菌
giggle,(n.6),咯咯地笑;傻笑
ginger,(n.6),"生薑,薑"
glide,(n.5),"滑翔,下滑"
glimpse,(n.7),瞥見;一瞥
globe,(n.5),地球儀;地球
goods,(n.5),商品;貨物
grace,(n.5),優雅;(票據等到期後的)寬限
graduation,(n.10),畢業典禮
grammar,(n.7),文法
grapefruit,(n.10),葡萄柚
gratitude,(n.9),"感激之情,感恩,感謝"
grave,(n.5),墓穴
greeting,(n.8),"問候,迎接,招呼;賀詞;問候語"
grief,(n.5),"悲痛,悲傷"
grind,(n.5),研磨
groom,(n.5),馬伕;新郎
guarantee,(n.9),保證;保證書
guilt,(n.5),有罪;犯罪;過失
gulf,(n.4),海灣
gull,(n.4),"鷗,海鷗; 易受騙的人"
halt,(n.4),"暫停,停止;終止"
handwriting,(n.11),書寫;手寫
hardship,(n.8),"艱難,困苦"
hardware,(n.8),金屬器件;硬體
harmonica,(n.9),口琴
harmony,(n.7),和諧;協調
haste,(n.5),急忙;慌忙;性急
hatred,(n.6),"憎恨,增惡;敵意"
headphone,(n.9),頭戴式耳機
helicopter,(n.10),直昇機
herd,(n.4),畜群;牧群
hesitation,(n.10),"躊躇,猶豫"
homeland,(n.8),祖國;家鄉
honeymoon,(n.9),蜜月
hook,(n.4),"鉤,掛鉤"
horizon,(n.7),地平線
hose,(n.4),軟管;長統襪;短統襪
hostel,(n.6),旅舍
household,(n.9),"一家人;家眷;家庭,戶"
housewife,(n.9),家庭主婦
housework,(n.9),家務
humanity,(n.8),人性;人道;慈愛
humidity,(n.8),"濕氣,濕度"
hurricane,(n.9),"颶風,暴風雨"
hydrogen,(n.8),氫
iceberg,(n.7),浮在海洋上的巨大冰塊
identification,(n.14),認出;識別
idiom,(n.5),成語
idol,(n.4),偶像
illustration,(n.12),"說明,圖解"
imitation,(n.9),"模仿,模擬;仿造;偽造"
immigrant,(n.9),"移民,僑民"
immigration,(n.11),移居
impact,(n.6),"衝擊,撞擊;影響"
impression,(n.10),印象
incident,(n.8),事件;事變
indication,(n.10),指示;指點
infant,(n.6),嬰兒
infection,(n.9),傳染;侵染
inflation,(n.9),通貨膨脹
information,(n.11),資訊
ingredient,(n.10),"要素,因素"
initial,(n.7),(字的)起首字母
innocence,(n.9),天真無邪
input,(n.5),輸入
insert,(n.6),插入物;夾在報刊中的散頁廣告
inspection,(n.10),檢查;檢閱;視察
inspiration,(n.11),靈感
instinct,(n.8),本能;天性;直覺
instructor,(n.10),教練;指導者
insult,(n.6),"侮辱,羞辱"
insurance,(n.9),保險;保險契約
intellectual,(n.12),知識分子
intelligence,(n.12),智能;智慧;理解力
intensity,(n.9),強度;極度
intention,(n.9),意圖
interaction,(n.11),互動
intermediate,(n.12),中間事物;調解人
Internet,(n.8),網際網路
interruption,(n.12),中止;干擾
intimate,(n.8),"至交,密友"
intonation,(n.10),語調;抑揚之聲
invasion,(n.8),"入侵,侵略"
invention,(n.9),"發明,創造"
investigation,(n.13),調查
investment,(n.10),投資;投資額
involvement,(n.11),介入
isolation,(n.9),隔離
itch,(n.4),癢
jealousy,(n.8),妒忌;猜忌
junior,(n.6),較年少者;三年級生
knuckle,(n.7),關節;肘;蹄;(鉸鏈的)關節
lab,(n.3),"實驗室,研究室"
labor,(n.5),"勞工;分娩,陣痛"
laboratory,(n.10),"實驗室,研究室"
lag,(n.3),滯後;衰退
landmark,(n.8),"地標,陸標;里程碑"
landscape,(n.9),"風景,景色"
landslide,(n.9),山崩;(選舉中的)壓倒性大勝利
launch,(n.6),(船的)下水;發射
lead,(n.4),"指導;領先地位;線索,鉛筆心"
learning,(n.8),"學習;學問,學識"
lecture,(n.7),授課;冗長的訓話
lecturer,(n.8),講演者
legend,(n.6),傳說;傳奇故事
license,(n.7),"許可,特許"
limitation,(n.10),"極限,限度"
liquor,(n.6),酒;含酒精飲料
literature,(n.10),文學;文學作品
loan,(n.4),貸款
location,(n.8),位置;場所
locker,(n.6),(公共場所的)衣物櫃
logic,(n.5),邏輯;邏輯學
lotion,(n.6),"(化妝等用的)化妝水,塗劑"
loyalty,(n.7),忠誠;忠心
luxury,(n.6),"奢侈品,奢華;享受,樂趣"
ma'am,(n.5),女士
machinery,(n.9),機器;機械
madam,(n.5),"夫人,太太"
makeup,(n.6),構造;性格;化妝;補考;排版
manual,(n.6),手冊
manufacture,(n.11),"製品,產品"
manufacturer,(n.12),"製造業者,廠商"
marathon,(n.8),馬拉松賽跑
margin,(n.6),邊緣;利潤
maturity,(n.8),成熟;完善;(支票等的)到期
maximum,(n.7),最高極限
measure,(n.7),尺寸
mechanic,(n.8),技工
memorial,(n.8),紀念碑
mercy,(n.5),"慈悲,憐憫;仁慈"
merit,(n.5),"長處,優點;法律依據"
messenger,(n.9),送信人
microscope,(n.10),顯微鏡
mineral,(n.7),礦物
minimum,(n.7),最小數;最低限度
minister,(n.8),部長;大臣
ministry,(n.8),(常大寫)(政府的)部
mischief,(n.8),"頑皮,淘氣"
misfortune,(n.10),不幸;惡運
modesty,(n.7),"謙遜,虛心"
monitor,(n.7),監視器
monthly,(n.7),月刊
monument,(n.8),"紀念碑,紀念塔,紀念館"
motivation,(n.10),刺激;推動
mudslide,(n.8),塌方;山崩
murderer,(n.8),"謀殺犯,兇手"
murmur,(n.6),低聲抱怨
mustache,(n.8),髭;小鬍子
nationality,(n.11),國籍
neglect,(n.7),忽略;疏忽;疏漏
nightmare,(n.9),夢魘;惡夢
nonsense,(n.8),胡說;胡鬧
noun,(n.4),名詞
nursery,(n.7),托兒所;苗圃
nylon,(n.5),尼龍
obedience,(n.9),服從;順從
objection,(n.9),反對;異議
objective,(n.9),"目的,目標"
observation,(n.11),觀察;觀測
obstacle,(n.8),障礙(物);妨礙
occupation,(n.10),"工作,職業;佔領;佔用"
offense,(n.7),"進攻,攻擊;冒犯;觸怒"
opera,(n.5),歌劇
operation,(n.9),手術;操作
oral,(n.4),口試
orbit,(n.5),運行軌道
orchestra,(n.9),管弦樂隊
outcome,(n.7),結果;結局
oval,(n.4),卵形(物)
oxygen,(n.6),氧;氧氣
pace,(n.4),步速;速度;進度
panel,(n.5),鑲板;壁板;專門小組
parachute,(n.9),降落傘
paragraph,(n.9),"(文章的)段,節"
participation,(n.13),參加
participle,(n.10),分詞
partnership,(n.11),合夥(或合作)關係
pasta,(n.5),麵糰
pebble,(n.6),小卵石
pedal,(n.5),踏板;腳蹬
peer,(n.4),"同輩,同事"
penalty,(n.7),處罰;刑罰;罰款
percent,(n.7),百分之一
percentage,(n.10),"百分率,百分比"
perfection,(n.10),完美;盡善盡美
perfume,(n.7),香水;香料
persuasion,(n.10),"說服,勸說"
petal,(n.5),花瓣
phenomenon,(n.10),現象
philosopher,(n.11),哲學家
philosophy,(n.10),哲學
photography,(n.11),"照相術,攝影術"
physician,(n.9),醫師
physicist,(n.9),物理學家
physics,(n.7),物理
pianist,(n.7),鋼琴家;鋼琴演奏者
pickpocket,(n.10),扒手
pioneer,(n.7),拓荒者
pirate,(n.6),海盜;劫掠者
plot,(n.4),陰謀;標繪圖
plural,(n.6),複數
polish,(n.6),"磨光,擦亮"
pollution,(n.9),污染
popularity,(n.10),普及;流行;聲望
porter,(n.6),"搬運工人,腳夫"
possession,(n.10),擁有;佔有;所有物
pregnancy,(n.9),懷孕
preposition,(n.11),介系詞;前置詞
presentation,(n.12),"贈送;呈現;介紹,引見"
preservation,(n.12),維護;維持;保存;保藏;防腐
prevention,(n.10),"預防,防止"
prime,(n.5),"最初,初期"
privacy,(n.7),"祕密,私下"
privilege,(n.9),特權;優特
procedure,(n.9),程序;手續;步驟
production,(n.10),製造;生產
profession,(n.10),職業同行
professional,(n.12),"專家,內行"
professor,(n.9),教授
promotion,(n.9),"提升,晉級"
prompt,(n.6),催促;提醒
pronoun,(n.7),代名詞
pronunciation,(n.13),發音;發音法;讀法
prosperity,(n.10),"興旺,繁榮,昌盛,成功"
protein,(n.7),蛋白質
protest,(n.7),"抗議,異議"
proverb,(n.7),"諺語,俗語"
psychologist,(n.12),心理學家
psychology,(n.10),心理學
publication,(n.11),"出版;發表,宣佈"
publicity,(n.9),名聲;宣傳
publisher,(n.9),出版商
pursuit,(n.7),"追蹤,追擊"
quake,(n.5),地震;顫抖;搖晃
quilt,(n.5),被(子);被褥
quotation,(n.9),引用;引證;引文
rage,(n.4),"狂怒,盛怒"
rainfall,(n.8),"降雨,下雨;降雨量"
rebel,(n.5),造反者;反抗者
recall,(n.6),回想;收回
reception,(n.9),"接待,接見;接待處"
recipe,(n.6),食譜
recognition,(n.11),"認出,識別;承認"
recovery,(n.8),"恢復,復甦;復元,痊癒"
recreation,(n.10),消遣;娛樂
reduction,(n.9),減少;削減
reference,(n.9),參考文獻;出處;提及
reflection,(n.10),反射;回響
reform,(n.6),"改革,改良"
refugee,(n.7),難民;流亡者
refusal,(n.7),拒絕
register,(n.8),"登記,註冊"
registration,(n.12),"登記,註冊,掛號"
regulation,(n.10),"規章;規則,規定;條例"
rejection,(n.9),拒絕;退回
relative,(n.8),親戚
relaxation,(n.10),"緩和,放寬,減輕"
remark,(n.6),"言辭;談論,評論"
remedy,(n.6),治療;治療法;藥物
repetition,(n.10),重複;反覆
representation,(n.14),"代表,代理"
reputation,(n.10),"名譽,名聲"
rescue,(n.6),援救;營救
research,(n.8),"(學術)研究;調查,探究"
researcher,(n.10),研究員;調查者
reservation,(n.11),保留(意見);預訂的房間(或席座)
resignation,(n.11),辭職;放棄
resistance,(n.10),"抵抗,反抗"
resolution,(n.10),決心;決定;解決
resolve,(n.7),"決心,決意;堅決,剛毅,果斷"
restriction,(n.11),限制;約束;限定;限制規定
retirement,(n.10),退休
retreat,(n.7),撤退
reunion,(n.7),團聚;重聚
revenge,(n.7),報仇;報復
revision,(n.8),修訂;校訂;修正
revolution,(n.10),革命;循環
revolutionary,(n.13),革命者
reward,(n.6),報答;報償;獎賞
rhyme,(n.5),"韻,韻腳"
rhythm,(n.6),節奏;韻律
romance,(n.7),"戀愛,風流韻事;愛情小說"
route,(n.5),路;路線;路程
ruin,(n.4),毀滅;崩潰;廢墟;傾家蕩產
sacrifice,(n.9),"牲禮,祭品"
salary,(n.6),"薪資,薪水"
salesman,(n.8),售貨員
salesperson,(n.11),"店員,售貨員"
saleswoman,(n.10),女店員;售貨員
satellite,(n.9),衛星
satisfaction,(n.12),"滿意,滿足"
scenery,(n.7),風景
scold,(n.5),責罵
scratch,(n.7),抓痕;擦傷
screwdriver,(n.11),螺絲刀;螺絲起子
sculpture,(n.9),"雕刻品,雕塑品;雕"
seagull,(n.7),海鷗
senior,(n.6),資深人士;(大學)四年級生
settler,(n.7),殖民者;開拓者
shaver,(n.6),理髮師
shelter,(n.7),遮蓋物;避難所
shift,(n.5),移動
shrug,(n.5),聳肩
shuttle,(n.7),(織機的)梭;短程運行的車輛
sightseeing,(n.11),"觀光,遊覽"
significance,(n.12),"重要性,重要"
sincerity,(n.9),真實;誠心誠意
singular,(n.8),單數
site,(n.4),"地點,場所"
sketch,(n.6),"速寫,素描"
sled,(n.4),平底雪橇
sledge,(n.6),雪橇
sleigh,(n.6),(輕便)雪橇
slight,(n.6),輕蔑;怠慢
slogan,(n.6),"口號,標語"
smog,(n.4),煙霧
sneeze,(n.6),噴嚏
sob,(n.3),"嗚咽(聲),啜泣(聲)"
socket,(n.6),插座;插口
software,(n.8),軟體
sophomore,(n.9),(大學;高中的)二年級學生
souvenir,(n.8),"紀念品,紀念物"
spare,(n.5),備用品;備用零件
spark,(n.5),"火花,火星"
sparkle,(n.7),"火花;閃耀,閃光"
sparrow,(n.7),麻雀
spear,(n.5),矛;魚叉
species,(n.7),種類;種
split,(n.5),分裂;分割
sportsman,(n.9),運動家;願意冒險的人
sportsmanship,(n.13),"運動員精神,運動道德"
sportswoman,(n.11),女運動家
status,(n.6),"狀況,狀態"
stem,(n.4),"莖,(樹)幹,(葉)柄"
stroke,(n.6),"中風;打,擊;(寫字,繪畫的)一筆"
submarine,(n.9),潛艇
suggestion,(n.10),"建議,提議"
surf,(n.4),海浪
surgeon,(n.7),外科醫生
surgery,(n.7),(外科)手術
surrender,(n.9),"投降,自首"
surroundings,(n.12),周圍的事物;周圍的情況
sway,(n.4),搖動;搖擺;影響
syllable,(n.8),音節
sympathy,(n.8),"同情,同情心;弔唁"
symphony,(n.8),"交響樂,交響曲"
syrup,(n.5),糖漿
technician,(n.10),"技術人員,技師"
telegram,(n.8),電報
telegraph,(n.9),"電報,電信"
telescope,(n.9),望遠鏡
tendency,(n.8),傾向;癖性
tension,(n.7),緊張;張力
terror,(n.6),"恐怖,驚駭"
theme,(n.5),主題思想;題材
tolerance,(n.9),"寬容,寬大"
tomb,(n.4),墓;墓碑
tragedy,(n.7),悲劇
transfer,(n.8),移交;轉讓
translation,(n.11),譯文;譯本
translator,(n.10),譯者
transportation,(n.14),運輸;輸送;交通車輛
triumph,(n.7),勝利
tug-of-war,(n.10),拔河
twinkle,(n.7),"閃爍,閃耀"
typist,(n.6),打字員
underpass,(n.9),地下通道
unique,(n.6),獨一無二的人(或事物)
universal,(n.9),普通性;普遍現象
university,(n.10),大學
urge,(n.4),強烈的慾望
usage,(n.5),"使用,用法"
vegetarian,(n.10),素食者
verb,(n.4),動詞
vessel,(n.6),"船,艦;器皿;血管"
vinegar,(n.7),醋
violation,(n.9),違反;違背
virgin,(n.6),處女
virtue,(n.6),美德;優點
virus,(n.5),病毒
volcano,(n.7),火山
volunteer,(n.9),"志願者,義工"
vowel,(n.5),母音字母
voyage,(n.6),乘船旅遊; 空中旅行
walnut,(n.6),胡桃;胡桃色
website,(n.7),網站
weekly,(n.6),週刊;週報
welfare,(n.7),福利;社會救濟
wit,(n.3),機智;風趣
witch,(n.5),"女巫,巫婆"
witness,(n.7),目擊者;證詞;證據
wizard,(n.6),奇才;高手;男巫
wreck,(n.5),"(船等的)失事,遇難"
wrinkle,(n.7),皺;皺紋
yogurt,(n.6),優格
